,Pokemon,DPS,TDO,Battle_Stat,Max_CP_Lv40,Fast_Move,Charged_Move,#,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
571,Mega Gengar,23.173,643.5,8008.2,4336,Lick,Shadow Ball,94.0,Ghost,Poison,600.0,60.0,65.0,80.0,170.0,95.0,130.0,1.0,False
572,Mega Glalie,16.071,460.2,1910.4,3229,Frost Breath,Avalanche,362.0,Ice,,580.0,80.0,120.0,80.0,120.0,80.0,100.0,3.0,False
573,Mega Gyarados,17.319,800.2,4156.9,4717,Bite,Hydro Pump,130.0,Water,Dark,640.0,95.0,155.0,109.0,70.0,130.0,81.0,1.0,False
574,Mega Heracross,20.595,767.1,6700.8,4814,Counter,Megahorn,214.0,Bug,Fighting,600.0,80.0,185.0,115.0,40.0,105.0,75.0,2.0,False
575,Mega Houndoom,18.487,578.1,3652.3,3842,Fire Fang,Foul Play,229.0,Dark,Fire,600.0,75.0,90.0,90.0,140.0,90.0,115.0,2.0,False
576,Mega Kangaskhan,13.228,563.4,1304.0,3850,Mud Slap,Outrage,115.0,Normal,,590.0,105.0,125.0,100.0,60.0,100.0,100.0,1.0,False
577,Mega Latias,17.913,874.6,5027.1,4801,Dragon Breath,Psychic,380.0,Dragon,Psychic,700.0,80.0,100.0,120.0,140.0,150.0,110.0,3.0,True
578,Mega Latios,20.704,829.4,7360.9,5007,Dragon Breath,Psychic,381.0,Dragon,Psychic,700.0,80.0,130.0,100.0,160.0,120.0,110.0,3.0,True
579,Mega Lopunny,17.527,545.4,2936.1,3745,Pound,Hyper Beam,428.0,Normal,Fighting,580.0,65.0,136.0,94.0,54.0,96.0,135.0,4.0,False
580,Mega Lucario,23.474,636.7,8235.1,3826,Counter,Aura Sphere,448.0,Fighting,Steel,625.0,70.0,145.0,88.0,140.0,70.0,112.0,4.0,False
581,Mega Manectric,19.222,532.3,3780.4,3580,Thunder Fang,Wild Charge,310.0,Electric,,575.0,70.0,75.0,80.0,135.0,80.0,135.0,3.0,False
582,Mega Mawile,11.7,314.9,504.4,2380,Fire Fang,Play Rough,303.0,Steel,Fairy,480.0,50.0,105.0,125.0,55.0,95.0,50.0,3.0,False
583,Mega Medicham,14.059,353.9,983.5,2495,Counter,Dynamic Punch,308.0,Fighting,Psychic,510.0,60.0,100.0,85.0,80.0,85.0,100.0,3.0,False
584,Mega Metagross,20.414,971.2,8261.6,4911,Bullet Punch,Meteor Mash,376.0,Steel,Psychic,700.0,80.0,145.0,150.0,105.0,110.0,110.0,3.0,False
585,Mega Mewtwo X,25.513,967.8,16073.1,5429,Confusion,Psystrike,150.0,Psychic,Fighting,780.0,106.0,190.0,100.0,154.0,100.0,130.0,1.0,True
586,Mega Mewtwo Y,26.355,999.7,18299.9,5610,Confusion,Psystrike,150.0,Psychic,,780.0,106.0,150.0,70.0,194.0,120.0,140.0,1.0,True
587,Mega Pidgeot,18.617,567.0,3658.6,3680,Gust,Brave Bird,18.0,Normal,Flying,579.0,83.0,80.0,80.0,135.0,80.0,121.0,1.0,False
588,Mega Pinsir,17.322,579.0,3009.7,4182,Bug Bite,X-Scissor,127.0,Bug,Flying,600.0,65.0,155.0,120.0,65.0,90.0,105.0,1.0,False
589,Mega Rayquaza,22.667,836.4,9739.9,5066,Dragon Tail,Outrage,384.0,Dragon,Flying,780.0,105.0,180.0,100.0,180.0,100.0,115.0,3.0,True
590,Mega Sableye,10.074,270.0,276.0,1942,Shadow Claw,Foul Play,302.0,Dark,Ghost,480.0,50.0,85.0,125.0,85.0,115.0,20.0,3.0,False
591,Mega Salamence,19.788,928.2,7191.4,5031,Dragon Tail,Outrage,373.0,Dragon,Flying,700.0,95.0,145.0,130.0,120.0,90.0,120.0,3.0,False
592,Mega Sceptile,22.45,644.2,7288.8,4056,Fury Cutter,Frenzy Plant,254.0,Grass,Dragon,630.0,70.0,110.0,75.0,145.0,85.0,145.0,3.0,False
593,Mega Scizor,15.644,591.8,2265.8,4087,Fury Cutter,X-Scissor,212.0,Bug,Steel,600.0,70.0,150.0,140.0,65.0,100.0,75.0,2.0,False
594,Mega Sharpedo,17.18,389.9,1977.1,3273,Bite,Hydro Pump,319.0,Water,Dark,560.0,70.0,140.0,70.0,110.0,65.0,105.0,3.0,False
595,Mega Slowbro,14.526,701.8,2150.9,3755,Confusion,Psychic,80.0,Water,Psychic,590.0,95.0,75.0,180.0,130.0,80.0,30.0,1.0,False
596,Mega Steelix,12.791,654.5,1369.6,3670,Iron Tail,Heavy Slam,208.0,Steel,Ground,610.0,75.0,125.0,230.0,55.0,95.0,30.0,2.0,False
597,Mega Swampert,20.118,858.8,6992.3,4401,Water Gun,Hydro Cannon,260.0,Water,Ground,635.0,100.0,150.0,110.0,95.0,110.0,70.0,3.0,False
598,Mega Tyranitar,17.423,928.9,4913.3,5347,Bite,Stone Edge,248.0,Rock,Dark,700.0,100.0,164.0,150.0,95.0,120.0,71.0,2.0,False
599,Mega Venusaur,17.294,706.4,3653.6,3698,Vine Whip,Frenzy Plant,3.0,Grass,Poison,625.0,80.0,100.0,123.0,122.0,120.0,80.0,1.0,False
600,Meganium,12.729,393.0,810.4,2410,Vine Whip,Frenzy Plant,154.0,Grass,,525.0,80.0,82.0,100.0,83.0,100.0,80.0,2.0,False
601,Melmetal,12.001,476.3,823.2,3599,Thunder Shock,Thunderbolt,,,,,,,,,,,,
602,Meloetta (Aria Forme),15.725,628.6,2444.3,3972,Quick Attack,Hyper Beam,648.0,Normal,Psychic,600.0,100.0,77.0,77.0,128.0,128.0,90.0,5.0,False
603,Meloetta (Pirouette Forme),16.854,569.9,2728.4,3915,Quick Attack,Hyper Beam,648.0,Normal,Fighting,600.0,100.0,128.0,90.0,77.0,77.0,128.0,5.0,False
604,Meltan,6.955,79.8,26.8,1068,Thunder Shock,Thunderbolt,,,,,,,,,,,,
605,Meowstic - Female,11.287,276.6,397.7,2124,Confusion,Psychic,678.0,Psychic,,466.0,74.0,48.0,76.0,83.0,81.0,104.0,6.0,False
606,Meowstic - Male,11.287,276.6,397.7,2124,Confusion,Psychic,678.0,Psychic,,466.0,74.0,48.0,76.0,83.0,81.0,104.0,6.0,False
607,Meowth,7.365,64.2,25.6,748,Scratch,Return,52.0,Normal,,290.0,40.0,45.0,35.0,40.0,40.0,90.0,1.0,False
608,Mesprit,12.996,419.7,921.3,3058,Confusion,Future Sight,481.0,Psychic,,580.0,80.0,105.0,105.0,105.0,105.0,80.0,4.0,True
609,Metagross,17.983,621.7,3615.5,3791,Bullet Punch,Meteor Mash,376.0,Steel,Psychic,600.0,80.0,135.0,130.0,95.0,90.0,70.0,3.0,False
610,Metang,9.621,216.8,193.1,1721,Metal Claw,Psychic,375.0,Steel,Psychic,420.0,60.0,75.0,100.0,55.0,80.0,50.0,3.0,False
611,Metapod,2.585,25.9,0.4,450,Bug Bite,Struggle,11.0,Bug,,205.0,50.0,20.0,55.0,25.0,25.0,30.0,1.0,False
612,Metapod,2.585,25.9,0.4,450,Tackle,Struggle,11.0,Bug,,205.0,50.0,20.0,55.0,25.0,25.0,30.0,1.0,False
613,Mew,13.626,510.6,1291.8,3265,Snarl,Psychic,151.0,Psychic,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,False
614,Mewtwo,20.918,654.9,5994.3,4178,Confusion,Psystrike,150.0,Psychic,,680.0,106.0,110.0,90.0,154.0,90.0,130.0,1.0,True
615,Mienfoo,9.525,106.8,92.3,1389,Low Kick,Focus Blast,619.0,Fighting,,350.0,45.0,85.0,50.0,55.0,50.0,65.0,5.0,False
616,Mienshao,15.127,265.3,918.5,2710,Low Kick,Grass Knot,620.0,Fighting,,510.0,65.0,125.0,60.0,95.0,60.0,105.0,5.0,False
617,Mightyena,10.792,205.9,258.8,1926,Bite,Return,262.0,Dark,,420.0,70.0,90.0,70.0,60.0,60.0,70.0,3.0,False
618,Milcery,6.519,72.5,20.1,829,Charm,Dazzling Gleam,,,,,,,,,,,,
619,Milotic,12.094,453.7,802.5,3005,Waterfall,Surf,350.0,Water,,540.0,95.0,60.0,79.0,100.0,125.0,81.0,3.0,False
620,Miltank,9.467,315.7,267.9,2354,Tackle,Body Slam,241.0,Normal,,490.0,95.0,80.0,105.0,40.0,70.0,100.0,2.0,False
621,Mime Jr.,8.448,92.0,55.5,1095,Confusion,Psychic,439.0,Psychic,Fairy,310.0,20.0,25.0,45.0,70.0,90.0,60.0,4.0,False
622,Mimikyu,12.457,297.8,575.7,2225,Shadow Claw,Shadow Ball,,,,,,,,,,,,
623,Minccino,6.695,71.1,21.3,872,Pound,Thunderbolt,572.0,Normal,,300.0,55.0,50.0,40.0,40.0,40.0,75.0,5.0,False
624,Minior (Core),13.136,226.3,512.9,2292,Rollout,Power Gem,,,,,,,,,,,,
625,Minior (Meteor Form),7.374,181.8,72.9,1542,Rollout,Power Gem,,,,,,,,,,,,
626,Minun,9.662,188.1,169.6,1694,Spark,Thunderbolt,312.0,Electric,,405.0,60.0,40.0,50.0,75.0,85.0,95.0,3.0,False
627,Misdreavus,9.588,191.2,168.5,1926,Hex,Return,200.0,Ghost,,435.0,60.0,60.0,60.0,85.0,85.0,85.0,2.0,False
628,Mismagius,14.118,336.4,946.6,2615,Hex,Shadow Ball,429.0,Ghost,,495.0,60.0,60.0,60.0,105.0,105.0,105.0,4.0,False
629,Moltres,17.361,524.2,2742.9,3465,Fire Spin,Sky Attack,146.0,Fire,Flying,580.0,90.0,100.0,90.0,125.0,85.0,90.0,1.0,True
630,Monferno,9.865,145.4,139.6,1574,Ember,Flamethrower,391.0,Fire,Fighting,405.0,64.0,78.0,52.0,78.0,52.0,81.0,4.0,False
631,Morelull,6.88,86.4,28.1,1033,Astonish,Dazzling Gleam,,,,,,,,,,,,
632,Morgrem,10.262,148.3,160.3,1442,Bite,Play Rough,,,,,,,,,,,,
633,Morpeko,13.395,209.9,504.4,1942,Thunder Shock,Wild Charge,,,,,,,,,,,,
634,Mothim,12.399,181.8,346.6,1815,Bug Bite,Bug Buzz,414.0,Bug,Flying,424.0,70.0,94.0,50.0,94.0,50.0,66.0,4.0,False
635,Mr. Mime,12.526,258.2,507.4,2228,Confusion,Psychic,122.0,Psychic,Fairy,460.0,40.0,45.0,65.0,100.0,120.0,90.0,1.0,False
636,Mr. Rime,14.069,388.3,1081.4,2827,Confusion,Psychic,,,,,,,,,,,,
637,Mudbray,10.96,193.4,254.7,1892,Mud Slap,Earthquake,,,,,,,,,,,,
638,Mudkip,8.261,94.1,53.1,1128,Water Gun,Return,258.0,Water,,310.0,50.0,70.0,50.0,50.0,50.0,40.0,3.0,False
639,Mudsdale,13.331,419.6,994.1,3046,Mud Slap,Earthquake,,,,,,,,,,,,
640,Muk,12.248,394.2,724.4,2757,Poison Jab,Gunk Shot,89.0,Poison,,500.0,105.0,105.0,75.0,65.0,100.0,50.0,1.0,False
641,Munchlax,8.797,242.6,165.1,1892,Tackle,Body Slam,446.0,Normal,,390.0,135.0,85.0,40.0,40.0,85.0,5.0,4.0,False
642,Munna,7.352,108.1,42.9,1145,Zen Headbutt,Psyshock,517.0,Psychic,,292.0,76.0,25.0,45.0,67.0,55.0,24.0,5.0,False
643,Murkrow,12.108,145.7,258.6,1562,Feint Attack,Drill Peck,198.0,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0,2.0,False
644,Musharna,11.004,370.4,493.6,2723,Zen Headbutt,Future Sight,518.0,Psychic,,487.0,116.0,55.0,85.0,107.0,95.0,29.0,5.0,False
645,Natu,9.234,90.0,70.8,1102,Quick Attack,Drill Peck,177.0,Psychic,Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0,2.0,False
646,Nickit,5.775,52.5,10.1,714,Snarl,Play Rough,,,,,,,,,,,,
647,Nidoking,13.284,324.7,761.2,2567,Poison Jab,Earth Power,34.0,Poison,Ground,505.0,81.0,102.0,77.0,85.0,75.0,85.0,1.0,False
648,Nidoqueen,11.827,342.6,566.7,2488,Poison Jab,Earth Power,31.0,Poison,Ground,505.0,90.0,92.0,87.0,75.0,85.0,76.0,1.0,False
649,Nidoran♀,6.538,76.0,21.2,816,Poison Sting,Sludge Bomb,29.0,Poison,,275.0,55.0,47.0,52.0,40.0,40.0,41.0,1.0,False
650,Nidoran♂,7.694,70.5,32.1,860,Poison Sting,Sludge Bomb,32.0,Poison,,273.0,46.0,57.0,40.0,40.0,40.0,50.0,1.0,False
651,Nidorina,8.247,144.5,81.0,1309,Poison Sting,Sludge Bomb,30.0,Poison,,365.0,70.0,62.0,67.0,55.0,55.0,56.0,1.0,False
652,Nidorino,9.845,147.2,140.5,1393,Poison Jab,Sludge Bomb,33.0,Poison,,365.0,61.0,72.0,57.0,55.0,55.0,65.0,1.0,False
653,Nihilego,16.305,649.2,2814.0,3949,Poison Jab,Sludge Bomb,,,,,,,,,,,,
654,Nincada,5.915,68.9,14.3,768,Bug Bite,Bug Buzz,290.0,Bug,Ground,266.0,31.0,45.0,90.0,30.0,30.0,40.0,3.0,False
655,Ninetales,11.744,320.8,519.6,2279,Fire Spin,Weather Ball Fire,38.0,Fire,,505.0,73.0,76.0,75.0,81.0,100.0,100.0,1.0,False
656,Ninjask,12.973,195.5,426.9,1969,Fury Cutter,Bug Buzz,291.0,Bug,Flying,456.0,61.0,90.0,45.0,50.0,50.0,160.0,3.0,False
657,Noctowl,10.542,300.2,351.7,2024,Wing Attack,Sky Attack,164.0,Normal,Flying,442.0,100.0,50.0,50.0,76.0,96.0,70.0,2.0,False
658,Noibat,5.707,47.0,8.7,667,Wing Attack,Dragon Pulse,714.0,Flying,Dragon,245.0,40.0,30.0,35.0,45.0,40.0,55.0,6.0,False
659,Noibat,5.707,47.0,8.7,667,Bite,Dragon Pulse,714.0,Flying,Dragon,245.0,40.0,30.0,35.0,45.0,40.0,55.0,6.0,False
660,Noivern,12.541,352.2,694.8,2764,Air Slash,Draco Meteor,715.0,Flying,Dragon,535.0,85.0,70.0,80.0,97.0,80.0,123.0,6.0,False
661,Nosepass,5.82,108.7,21.4,993,Rock Throw,Rock Slide,299.0,Rock,,375.0,30.0,45.0,135.0,45.0,90.0,30.0,3.0,False
662,Numel,7.631,84.6,37.6,1057,Ember,Return,322.0,Fire,Ground,305.0,60.0,60.0,40.0,65.0,45.0,35.0,3.0,False
663,Nuzleaf,10.149,122.5,128.0,1227,Feint Attack,Grass Knot,274.0,Grass,Dark,340.0,70.0,70.0,40.0,60.0,40.0,60.0,3.0,False
664,Obstagoon,11.232,369.8,524.1,2652,Lick,Hyper Beam,,,,,,,,,,,,
665,Octillery,10.962,232.6,306.4,2315,Water Gun,Gunk Shot,224.0,Water,,480.0,75.0,105.0,75.0,105.0,75.0,45.0,2.0,False
666,Oddish,9.245,116.5,92.1,1228,Acid,Sludge Bomb,43.0,Grass,Poison,320.0,45.0,50.0,55.0,75.0,65.0,30.0,1.0,False
667,Omanyte,9.355,137.4,112.5,1544,Water Gun,Return,138.0,Rock,Water,355.0,35.0,40.0,100.0,90.0,55.0,35.0,1.0,False
668,Omastar,13.027,365.2,807.3,2786,Rock Throw,Rock Slide,139.0,Rock,Water,495.0,70.0,60.0,125.0,115.0,70.0,55.0,1.0,False
669,Onix,5.993,129.4,27.9,1101,Rock Throw,Rock Slide,95.0,Rock,Ground,385.0,35.0,45.0,160.0,30.0,45.0,70.0,1.0,False
670,Oranguru,11.382,363.0,535.2,2450,Confusion,Psychic,,,,,,,,,,,,
671,Orbeetle,10.444,314.2,357.9,2223,Confusion,Psychic,,,,,,,,,,,,
672,Oricorio (Baile Style),11.156,242.8,337.1,2333,Air Slash,Hurricane,,,,,,,,,,,,
673,Oricorio (Pa'u Style),11.156,242.8,337.1,2333,Air Slash,Hurricane,,,,,,,,,,,,
674,Oricorio (Pom-Pom Style),11.156,242.8,337.1,2333,Air Slash,Hurricane,,,,,,,,,,,,
675,Oricorio (Sensu Style),11.156,242.8,337.1,2333,Air Slash,Hurricane,,,,,,,,,,,,
676,Oshawott,7.799,87.1,41.3,1046,Water Gun,Aqua Tail,501.0,Water,,308.0,55.0,55.0,45.0,63.0,45.0,45.0,5.0,False
677,Overqwil,14.792,406.7,1316.1,2946,Poison Jab,Sludge Bomb,,,,,,,,,,,,
678,Pachirisu,6.61,145.8,42.1,1213,Spark,Thunderbolt,417.0,Electric,,405.0,60.0,45.0,70.0,45.0,90.0,95.0,4.0,False
679,Palkia,17.91,583.2,3350.3,3991,Dragon Tail,Draco Meteor,484.0,Water,Dragon,680.0,90.0,120.0,100.0,150.0,120.0,100.0,4.0,True
680,Palossand,12.152,346.7,622.2,2444,Mud Shot,Shadow Ball,,,,,,,,,,,,
681,Palpitoad,8.733,147.3,98.1,1392,Bubble,Earth Power,536.0,Water,Ground,384.0,75.0,65.0,55.0,65.0,55.0,69.0,5.0,False
682,Pancham,8.066,124.3,65.2,1489,Low Kick,Body Slam,674.0,Fighting,,348.0,67.0,82.0,62.0,46.0,48.0,43.0,6.0,False
683,Pangoro,13.57,350.2,875.2,2902,Snarl,Close Combat,675.0,Fighting,Dark,495.0,95.0,124.0,78.0,69.0,71.0,58.0,6.0,False
684,Panpour,7.539,86.7,37.1,956,Water Gun,Surf,515.0,Water,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,5.0,False
685,Pansage,7.329,84.3,33.2,956,Vine Whip,Seed Bomb,511.0,Grass,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,5.0,False
686,Pansear,6.904,79.4,26.1,956,Fire Spin,Flame Burst,513.0,Fire,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,5.0,False
687,Paras,8.158,81.3,44.2,1018,Bug Bite,Seed Bomb,46.0,Bug,Grass,285.0,35.0,70.0,55.0,45.0,55.0,25.0,1.0,False
688,Parasect,11.242,213.5,303.4,1859,Fury Cutter,Solar Beam,47.0,Bug,Grass,405.0,60.0,95.0,80.0,60.0,80.0,30.0,1.0,False
689,Passimian,14.347,418.2,1234.8,3033,Counter,Superpower,,,,,,,,,,,,
690,Patrat,7.628,66.6,29.6,791,Tackle,Return,504.0,Normal,,255.0,45.0,55.0,39.0,35.0,39.0,42.0,5.0,False
691,Pawniard,9.258,118.5,94.1,1433,Fury Cutter,Iron Head,624.0,Dark,Steel,340.0,45.0,85.0,70.0,40.0,40.0,60.0,5.0,False
692,Pelipper,11.861,264.5,441.3,2127,Wing Attack,Weather Ball Water,279.0,Water,Flying,430.0,60.0,50.0,100.0,85.0,70.0,65.0,3.0,False
693,Perrserker,11.814,271.4,447.4,2386,Metal Claw,Iron Head,,,,,,,,,,,,
694,Persian,10.444,194.8,222.0,1689,Scratch,Return,53.0,Normal,,440.0,65.0,70.0,60.0,65.0,65.0,115.0,1.0,False
695,Petilil,7.529,79.2,33.8,1030,Hidden Power (Grass),Seed Bomb,548.0,Grass,,280.0,45.0,35.0,50.0,70.0,50.0,30.0,5.0,False
696,Phanpy,6.448,112.3,30.1,1206,Tackle,Bulldoze,231.0,Ground,,330.0,90.0,60.0,60.0,40.0,40.0,40.0,2.0,False
697,Phantump,8.903,102.1,72.0,1123,Tackle,Shadow Ball,708.0,Ghost,Grass,309.0,43.0,70.0,48.0,50.0,60.0,38.0,6.0,False
698,Pheromosa,20.468,268.5,2302.1,2842,Bug Bite,Bug Buzz,,,,,,,,,,,,
699,Phione,9.037,227.6,168.0,2105,Bubble,Bubble Beam,489.0,Water,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,4.0,False
700,Pichu,5.822,27.5,5.4,473,Thunder Shock,Thunderbolt,172.0,Electric,,205.0,20.0,40.0,15.0,35.0,35.0,60.0,2.0,False
701,Pidgeot,11.572,285.0,441.7,2129,Gust,Brave Bird,18.0,Normal,Flying,479.0,83.0,80.0,75.0,70.0,70.0,101.0,1.0,False
702,Pidgeotto,7.236,105.5,40.0,1194,Wing Attack,Aerial Ace,17.0,Normal,Flying,349.0,63.0,60.0,55.0,50.0,50.0,71.0,1.0,False
703,Pidgey,5.775,47.6,9.2,680,Tackle,Aerial Ace,16.0,Normal,Flying,251.0,40.0,45.0,40.0,35.0,35.0,56.0,1.0,False
704,Pidove,6.408,64.2,16.9,848,Quick Attack,Aerial Ace,519.0,Normal,Flying,264.0,50.0,55.0,50.0,36.0,30.0,43.0,5.0,False
705,Pignite,10.827,201.8,256.2,1924,Ember,Flamethrower,499.0,Fire,Fighting,418.0,90.0,93.0,55.0,70.0,55.0,55.0,5.0,False
706,Pikachu,8.366,81.2,47.5,938,Thunder Shock,Wild Charge,25.0,Electric,,320.0,35.0,55.0,40.0,50.0,50.0,90.0,1.0,False
707,Pikachu Libre,8.933,86.7,61.8,938,Thunder Shock,Flying Press,,,,,,,,,,,,
708,Pikipek,9.891,64.0,61.9,910,Peck,Sky Attack,,,,,,,,,,,,
709,Piloswine,12.085,308.0,543.6,2345,Powder Snow,Avalanche,221.0,Ice,Ground,450.0,100.0,100.0,80.0,60.0,60.0,50.0,2.0,False
710,Pincurchin,11.284,205.4,295.1,1931,Thunder Shock,Thunderbolt,,,,,,,,,,,,
711,Pineco,7.464,107.9,44.8,1108,Bug Bite,Return,204.0,Bug,,290.0,50.0,65.0,90.0,35.0,35.0,15.0,2.0,False
712,Pinsir,14.086,342.8,958.1,2959,Bug Bite,Return,127.0,Bug,,500.0,65.0,125.0,100.0,55.0,70.0,85.0,1.0,False
713,Piplup,7.006,89.3,30.7,1075,Pound,Drill Peck,393.0,Water,,314.0,53.0,51.0,53.0,61.0,56.0,40.0,4.0,False
714,Plusle,10.899,185.2,239.8,1778,Spark,Thunderbolt,311.0,Electric,,405.0,60.0,50.0,40.0,85.0,75.0,95.0,3.0,False
715,Politoed,11.815,353.1,582.3,2449,Bubble,Weather Ball Water,186.0,Water,,500.0,90.0,75.0,75.0,90.0,100.0,70.0,2.0,False
716,Poliwag,6.698,60.9,18.3,829,Bubble,Return,60.0,Water,,300.0,40.0,50.0,40.0,40.0,40.0,90.0,1.0,False
717,Poliwhirl,8.122,138.5,74.2,1419,Bubble,Return,61.0,Water,,385.0,65.0,65.0,65.0,50.0,50.0,90.0,1.0,False
718,Poliwrath,12.237,375.2,687.5,2586,Bubble,Dynamic Punch,62.0,Water,Fighting,510.0,90.0,95.0,95.0,70.0,90.0,70.0,1.0,False
719,Polteageist,16.372,394.0,1729.0,3058,Hex,Shadow Ball,,,,,,,,,,,,
720,Ponyta,9.363,140.2,115.1,1697,Ember,Fire Blast,77.0,Fire,,410.0,50.0,85.0,55.0,65.0,65.0,90.0,1.0,False
721,Poochyena,6.935,46.1,15.4,678,Snarl,Return,261.0,Dark,,220.0,35.0,55.0,35.0,30.0,30.0,35.0,3.0,False
722,Pop Star Pikachu,6.975,67.7,23.0,938,Thunder Shock,Play Rough,,,,,,,,,,,,
723,Popplio,7.815,97.3,46.4,1129,Water Gun,Aqua Tail,,,,,,,,,,,,
724,Porygon,10.36,193.2,214.8,1720,Tackle,Return,137.0,Normal,,395.0,65.0,60.0,70.0,85.0,75.0,40.0,1.0,False
725,Porygon-Z,15.828,386.1,1531.0,3266,Lock-On,Return,474.0,Normal,,535.0,85.0,80.0,70.0,135.0,75.0,90.0,4.0,False
726,Porygon2,12.226,352.4,644.1,2711,Lock-On,Return,233.0,Normal,,515.0,85.0,80.0,90.0,105.0,95.0,60.0,2.0,False
727,Primal Groudon,18.564,753.9,4823.3,5227,Dragon Tail,Earthquake,383.0,Ground,Fire,770.0,100.0,180.0,160.0,150.0,90.0,90.0,3.0,True
728,Primal Kyogre,19.789,803.7,6228.4,5227,Waterfall,Surf,382.0,Water,,770.0,100.0,150.0,90.0,180.0,160.0,90.0,3.0,True
729,Primarina,13.957,417.0,1133.6,3200,Charm,Hydro Pump,,,,,,,,,,,,
730,Primeape,12.74,240.8,497.9,2288,Counter,Close Combat,57.0,Fighting,,455.0,65.0,105.0,60.0,60.0,70.0,95.0,1.0,False
731,Prinplup,9.17,173.5,133.8,1701,Bubble,Hydro Pump,394.0,Water,,405.0,64.0,66.0,68.0,81.0,76.0,50.0,4.0,False
732,Probopass,8.811,301.5,206.2,2080,Rock Throw,Rock Slide,476.0,Rock,Steel,525.0,60.0,55.0,145.0,75.0,150.0,40.0,4.0,False
733,Psyduck,8.039,93.3,48.5,1106,Water Gun,Return,54.0,Water,,320.0,50.0,52.0,48.0,65.0,50.0,55.0,1.0,False
734,Pumpkaboo - Average Size,8.669,124.5,81.1,1222,Razor Leaf,Grass Knot,710.0,Ghost,Grass,335.0,49.0,66.0,70.0,44.0,55.0,51.0,6.0,False
735,Pumpkaboo - Large Size,8.649,130.7,84.6,1244,Razor Leaf,Grass Knot,710.0,Ghost,Grass,335.0,54.0,66.0,70.0,44.0,55.0,46.0,6.0,False
736,Pumpkaboo - Small Size,8.689,119.0,78.1,1202,Razor Leaf,Grass Knot,710.0,Ghost,Grass,335.0,44.0,66.0,70.0,44.0,55.0,56.0,6.0,False
737,Pumpkaboo - Super Size,8.569,134.9,84.9,1250,Razor Leaf,Grass Knot,710.0,Ghost,Grass,335.0,59.0,66.0,70.0,44.0,55.0,41.0,6.0,False
738,Pupitar,9.131,175.4,133.5,1766,Bite,Return,247.0,Rock,Ground,410.0,70.0,84.0,70.0,65.0,70.0,51.0,2.0,False
739,Purrloin,6.857,57.0,18.4,772,Sucker Punch,Return,509.0,Dark,,281.0,41.0,50.0,37.0,50.0,37.0,66.0,5.0,False
740,Purugly,10.49,203.6,235.1,1953,Scratch,Play Rough,432.0,Normal,,452.0,71.0,82.0,64.0,64.0,59.0,112.0,4.0,False
741,Pyroar,14.862,363.7,1193.7,2767,Fire Fang,Overheat,668.0,Fire,Normal,507.0,86.0,68.0,72.0,109.0,66.0,106.0,6.0,False
742,Pyukumuku,5.088,135.9,17.9,1372,Counter,Mirror Coat,,,,,,,,,,,,
743,Quagsire,9.712,246.0,225.4,1992,Water Gun,Earthquake,195.0,Water,Ground,430.0,95.0,85.0,85.0,65.0,65.0,35.0,2.0,False
744,Quilava,9.693,157.4,143.4,1653,Ember,Flamethrower,156.0,Fire,,405.0,58.0,64.0,58.0,80.0,65.0,80.0,2.0,False
745,Quilladin,8.882,180.2,126.3,1719,Vine Whip,Energy Ball,651.0,Grass,,405.0,61.0,78.0,95.0,56.0,58.0,57.0,6.0,False
746,Qwilfish,11.026,208.4,279.4,2051,Water Gun,Aqua Tail,211.0,Water,Poison,430.0,65.0,95.0,75.0,55.0,55.0,85.0,2.0,False
747,Raboot,10.388,179.6,201.4,1824,Ember,Flamethrower,,,,,,,,,,,,
748,Raichu,13.273,259.9,607.8,2182,Thunder Shock,Wild Charge,26.0,Electric,,485.0,60.0,90.0,55.0,90.0,80.0,110.0,1.0,False
749,Raikou,16.133,522.0,2191.8,3452,Thunder Shock,Wild Charge,243.0,Electric,,580.0,90.0,85.0,75.0,115.0,100.0,115.0,2.0,True
750,Ralts,5.752,33.7,6.4,539,Confusion,Return,280.0,Psychic,Fairy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,3.0,False
751,Rampardos,18.413,370.8,2314.5,3298,Smack Down,Rock Slide,409.0,Rock,,495.0,97.0,165.0,60.0,65.0,50.0,58.0,4.0,False
752,Rapidash,12.379,270.7,513.4,2461,Fire Spin,Fire Blast,78.0,Fire,,500.0,65.0,100.0,70.0,80.0,80.0,105.0,1.0,False
753,Raticate,11.092,190.9,260.5,1730,Quick Attack,Return,20.0,Normal,,413.0,55.0,81.0,60.0,50.0,70.0,97.0,1.0,False
754,Rattata,7.918,54.6,27.1,734,Quick Attack,Return,19.0,Normal,,253.0,30.0,56.0,35.0,25.0,35.0,72.0,1.0,False
755,Rayquaza,18.68,546.8,3564.4,3835,Dragon Tail,Outrage,384.0,Dragon,Flying,680.0,105.0,150.0,90.0,150.0,90.0,95.0,3.0,True
